100000,1,8,8,8,8,53.590,51.300,69.000,27.600,36.400,49.000,44.500,68.900,69.100,58.400,59.300
100000,2,8,8,8,8,58.610,62.900,67.000,42.700,22.500,69.400,59.200,71.900,55.300,72.900,61.600
100000,3,8,8,8,8,59.270,63.100,71.300,46.800,34.900,55.800,55.000,66.500,57.900,68.000,72.400
100000,4,8,8,8,8,60.070,66.300,81.000,36.000,26.300,59.100,58.300,69.400,70.000,67.800,66.800
100000,5,8,8,8,8,60.570,57.700,72.500,32.900,59.500,59.600,27.700,74.000,72.100,75.400,75.300
100000,6,8,8,8,8,58.930,72.200,84.300,46.200,45.700,44.900,37.800,62.400,62.400,77.000,54.900
100000,7,8,8,8,8,61.780,71.700,79.700,47.200,51.700,61.300,47.300,60.500,62.500,74.100,63.200
100000,8,8,8,8,8,59.910,70.200,72.000,49.800,25.300,48.500,56.600,61.500,67.000,82.900,64.900
100000,8,1,8,8,8,56.950,67.900,66.300,36.700,27.300,43.500,37.600,76.800,70.300,72.100,71.200
100000,8,2,8,8,8,58.790,61.400,78.200,47.100,50.100,39.300,38.200,74.400,63.900,74.900,60.000
100000,8,3,8,8,8,61.550,72.300,69.700,44.000,40.700,55.700,43.300,76.000,63.100,74.500,76.100
100000,8,4,8,8,8,61.340,62.200,84.600,52.600,42.000,53.300,46.600,72.400,58.800,68.200,72.700
100000,8,5,8,8,8,62.910,73.600,77.200,38.300,52.100,64.000,42.500,73.200,73.400,73.500,61.800
100000,8,6,8,8,8,62.310,72.200,79.300,53.000,48.800,60.400,34.200,69.700,66.500,75.300,64.600
100000,8,7,8,8,8,60.800,59.500,72.100,46.300,29.000,53.800,48.900,81.300,62.800,82.400,71.800
100000,8,8,8,8,8,62.640,74.500,74.900,42.200,36.200,64.300,57.000,66.500,65.400,74.100,72.100
100000,8,8,1,8,8,52.330,39.100,81.700,43.600,40.600,40.800,59.300,41.300,60.500,77.500,39.400
100000,8,8,2,8,8,61.300,64.200,75.100,59.400,46.900,54.800,25.400,72.800,69.800,74.900,71.200
100000,8,8,3,8,8,61.800,54.500,80.400,55.800,39.400,50.100,34.100,75.000,74.700,85.100,70.800
100000,8,8,4,8,8,61.890,69.900,66.500,58.200,54.500,44.600,37.700,72.000,69.600,74.500,71.400
100000,8,8,5,8,8,60.710,62.700,83.600,57.700,40.400,50.600,43.600,67.300,65.100,79.200,56.500
100000,8,8,6,8,8,61.610,71.400,78.800,47.500,37.600,56.500,42.900,80.900,63.300,65.900,71.100
100000,8,8,7,8,8,61.580,69.200,80.600,45.600,41.700,68.100,36.700,73.600,60.400,78.500,62.200
100000,8,8,8,8,8,60.340,66.400,62.600,48.000,25.400,45.400,57.600,80.800,66.000,68.500,83.300
100000,8,8,8,1,8,58.290,68.900,69.600,33.000,26.500,53.400,53.500,73.600,64.300,65.600,74.200
100000,8,8,8,2,8,59.370,68.900,75.900,34.800,33.300,54.300,54.200,72.700,66.300,65.200,67.800
100000,8,8,8,3,8,60.230,67.200,79.200,36.800,45.100,51.600,48.500,73.800,66.100,74.100,60.000
100000,8,8,8,4,8,60.250,64.700,75.300,46.600,51.200,41.600,50.600,75.200,61.500,68.700,66.400
100000,8,8,8,5,8,61.300,68.200,78.500,47.200,44.100,53.600,38.700,70.700,67.500,78.000,66.300
100000,8,8,8,6,8,62.490,68.500,72.500,47.900,40.900,45.600,67.300,70.200,67.700,72.600,71.100
100000,8,8,8,7,8,60.060,55.800,70.200,46.200,41.000,48.100,44.700,72.100,67.300,82.600,72.300
100000,8,8,8,8,8,60.410,66.100,78.100,38.700,43.600,56.500,44.800,63.900,70.400,74.200,67.600
100000,8,8,8,8,1,49.100,45.500,41.200,22.600,37.800,52.100,44.500,42.300,58.600,67.900,81.000
100000,8,8,8,8,2,57.230,53.100,64.600,36.400,42.000,43.000,58.200,63.300,56.800,86.300,66.500
100000,8,8,8,8,3,56.720,65.200,65.400,40.100,33.800,52.800,47.000,75.400,59.400,78.100,50.300
100000,8,8,8,8,4,60.180,72.300,68.100,44.200,31.600,54.400,64.600,72.500,55.800,73.300,64.200
100000,8,8,8,8,5,61.350,62.800,76.000,51.100,48.000,53.100,37.500,67.400,64.600,82.500,70.300
100000,8,8,8,8,6,60.970,59.800,76.900,38.200,38.200,63.700,54.600,71.000,58.700,79.400,69.400
100000,8,8,8,8,7,60.710,59.200,74.800,49.800,42.100,52.500,38.400,75.300,73.100,75.700,66.400
100000,8,8,8,8,8,61.710,70.600,74.900,58.400,35.800,46.800,49.800,75.700,62.700,74.200,68.300
